customer_id,total_quantity,total_spent,total_orders,category_prefer,recency,average_order_value,cluster
19926,17,9133.878499999999,4,Fashion,63,2283.4696249999997,Best Customers
29207,15,9083.6875,3,Electronics,134,3027.8958333333335,Best Customers
41145,17,9067.5805,4,Beauty,52,2266.895125,Best Customers
31953,18,9058.2025,5,Accessories,105,1811.6405,Best Customers
20814,17,8981.905,4,Home Decor,191,2245.47625,Best Customers
12668,19,8967.9865,5,Beauty,333,1793.5973000000001,Best Customers
49321,18,8966.0245,4,Fashion,199,2241.506125,Best Customers
49277,16,8947.269,4,Beauty,202,2236.81725,Best Customers
25490,23,8924.992,6,Accessories,206,1487.4986666666666,Best Customers
13601,14,8916.897,3,Accessories,548,2972.2990000000004,Best Customers
48700,18,8845.199,6,Electronics,458,1474.1998333333333,Best Customers
34421,22,8834.6955,6,Beauty,167,1472.44925,Best Customers
17133,22,8827.748,5,Accessories,112,1765.5495999999998,Best Customers
32671,14,8809.673999999999,3,Beauty,272,2936.5579999999995,Best Customers
18217,13,8766.294,3,Accessories,44,2922.098,Best Customers
33851,20,8737.4325,5,Accessories,228,1747.4865000000002,Best Customers
47516,14,8718.1935,3,Electronics,179,2906.0645,Best Customers
14796,17,8703.475,5,Beauty,232,1740.6950000000002,Best Customers
30357,20,8684.0775,6,Sports,38,1447.3462499999998,Best Customers
31364,18,8652.789999999999,5,Footwear,62,1730.5579999999998,Best Customers
11823,22,8642.215,7,Sports,370,1234.6021428571428,Best Customers
38662,23,8634.7415,7,Footwear,16,1233.5345,Best Customers
22927,19,8631.016,4,Electronics,54,2157.754,Best Customers
39941,19,8596.7185,7,Footwear,313,1228.1026428571429,Best Customers
16087,19,8585.334,6,Home Decor,204,1430.8890000000001,Best Customers
32042,17,8582.152,4,Accessories,11,2145.538,Best Customers
30889,18,8577.034,4,Electronics,469,2144.2585,Best Customers
29983,19,8568.246500000001,5,Accessories,6,1713.6493000000003,Best Customers
32370,17,8534.039,5,Beauty,14,1706.8078,Best Customers
39617,17,8524.1615,5,Home Decor,222,1704.8323,Best Customers
10368,19,8515.0815,6,Footwear,8,1419.1802500000001,Best Customers
23967,20,8512.667,5,Sports,19,1702.5333999999998,Best Customers
15727,14,8472.481,4,Sports,227,2118.12025,Best Customers
30345,25,8471.796,6,Fashion,65,1411.9660000000001,Best Customers
42480,15,8459.16,5,Accessories,221,1691.8319999999999,Best Customers
19345,18,8457.047,4,Fashion,244,2114.26175,Best Customers
48329,16,8448.5515,4,Electronics,37,2112.137875,Best Customers
31565,15,8445.51,3,Electronics,97,2815.17,Best Customers
26582,13,8440.967499999999,3,Electronics,290,2813.655833333333,Best Customers
25869,23,8425.8955,5,Accessories,50,1685.1791,Best Customers
12925,20,8410.109,5,Beauty,272,1682.0218,Best Customers
29491,24,8390.795,6,Home Decor,25,1398.4658333333334,Best Customers
41331,22,8385.2305,7,Home Decor,87,1197.8900714285714,Best Customers
21345,18,8384.333999999999,5,Fashion,123,1676.8667999999998,Best Customers
27830,15,8363.9615,5,Accessories,169,1672.7922999999998,Best Customers
24271,19,8318.713,6,Fashion,153,1386.4521666666667,Best Customers
13753,14,8309.244999999999,3,Accessories,175,2769.748333333333,Best Customers
33807,17,8304.1945,4,Accessories,65,2076.048625,Best Customers
15801,23,8297.7605,6,Sports,64,1382.9600833333334,Best Customers
13687,20,8273.045,6,Accessories,8,1378.8408333333334,Best Customers
40007,16,8273.021,5,Fashion,7,1654.6042000000002,Best Customers
23414,20,8257.862000000001,6,Accessories,272,1376.3103333333336,Best Customers
48313,22,8256.2765,7,Accessories,109,1179.4680714285714,Best Customers
47399,15,8255.9385,4,Fashion,646,2063.984625,Best Customers
32596,23,8248.199,6,Beauty,128,1374.6998333333333,Best Customers
49796,15,8229.371500000001,4,Accessories,378,2057.3428750000003,Best Customers
42981,13,8209.71,3,Accessories,1,2736.5699999999997,Best Customers
10214,16,8198.6755,5,Beauty,219,1639.7350999999999,Best Customers
14521,16,8196.34,4,Electronics,215,2049.085,Best Customers
39792,21,8187.762,5,Home Decor,295,1637.5524,Best Customers
35410,17,8182.3855,4,Fashion,397,2045.596375,Best Customers
37970,16,8175.49,4,Beauty,152,2043.8725,Best Customers
19324,20,8156.1685,7,Beauty,166,1165.1669285714286,Best Customers
47994,14,8153.661999999999,4,Electronics,415,2038.4154999999998,Best Customers
32673,21,8140.5665,6,Fashion,25,1356.7610833333333,Best Customers
39594,16,8133.065499999999,5,Beauty,116,1626.6130999999998,Best Customers
33531,20,8120.4195,7,Beauty,177,1160.0599285714286,Best Customers
36078,21,8112.3165,5,Electronics,49,1622.4633,Best Customers
16685,13,8099.605,3,Accessories,2,2699.8683333333333,Best Customers
35577,16,8085.271000000001,4,Home Decor,131,2021.3177500000002,Best Customers
39920,26,8080.374,8,Accessories,64,1010.04675,Best Customers
29912,18,8077.908,4,Electronics,277,2019.477,Best Customers
27121,18,8075.6695,5,Accessories,144,1615.1339,Best Customers
41806,19,8067.0975,6,Fashion,39,1344.51625,Best Customers
23999,19,8065.428,5,Accessories,63,1613.0855999999999,Best Customers
15653,24,8045.737000000001,6,Accessories,68,1340.9561666666668,Best Customers
23578,21,8042.786,6,Footwear,329,1340.4643333333333,Best Customers
24301,18,8030.8009999999995,4,Beauty,192,2007.7002499999999,Best Customers
39742,24,8027.1605,6,Fashion,31,1337.8600833333333,Best Customers
24537,22,8025.474499999999,5,Beauty,256,1605.0948999999998,Best Customers
12837,19,8023.96,5,Accessories,143,1604.792,Best Customers
26348,18,7999.313,6,Fashion,73,1333.2188333333334,Best Customers
38170,15,7992.5075,3,Beauty,158,2664.1691666666666,Best Customers
45278,11,7967.028,3,Sports,503,2655.676,Best Customers
18548,15,7954.826,4,Footwear,115,1988.7065,Best Customers
25848,14,7950.846,5,Accessories,167,1590.1691999999998,Best Customers
34726,16,7946.9835,5,Fashion,42,1589.3967,Best Customers
35919,12,7942.8295,3,Footwear,109,2647.6098333333334,Best Customers
28140,15,7941.1305,4,Electronics,54,1985.282625,Best Customers
16127,17,7939.028,5,Beauty,106,1587.8056000000001,Best Customers
11859,15,7929.7080000000005,4,Footwear,71,1982.4270000000001,Best Customers
33616,16,7922.761,5,Accessories,151,1584.5522,Best Customers
33506,18,7916.8195,7,Beauty,163,1130.9742142857142,Best Customers
19769,14,7912.49,3,Sports,636,2637.4966666666664,Best Customers
11289,22,7904.6505,6,Footwear,106,1317.44175,Best Customers
39070,12,7881.284,3,Electronics,343,2627.0946666666664,Best Customers
37907,14,7875.771,5,Beauty,295,1575.1542,Best Customers
13274,15,7875.376,4,Sports,19,1968.844,Best Customers
32191,13,7864.300499999999,4,Electronics,69,1966.0751249999998,Best Customers
15436,18,7814.232,4,Beauty,232,1953.558,Best Customers
41713,16,7812.371999999999,4,Beauty,233,1953.0929999999998,Best Customers
35975,22,7809.71,5,Sports,349,1561.942,Best Customers
31972,20,7809.285,5,Sports,31,1561.857,Best Customers
26230,19,7799.031,6,Accessories,136,1299.8385,Best Customers
17370,17,7785.8009999999995,5,Beauty,142,1557.1601999999998,Best Customers
12293,14,7784.057,5,Fashion,561,1556.8114,Best Customers
31952,15,7783.2675,4,Sports,19,1945.816875,Best Customers
33254,17,7777.523999999999,5,Sports,272,1555.5048,Best Customers
21609,22,7772.841,5,Accessories,212,1554.5682000000002,Best Customers
48877,17,7766.894,5,Footwear,77,1553.3788,Best Customers
41335,16,7755.798,5,Beauty,23,1551.1596,Best Customers
45663,16,7736.628,5,Sports,164,1547.3256,Best Customers
37045,15,7734.609,5,Accessories,592,1546.9218,Best Customers
25285,19,7732.472,5,Sports,4,1546.4944,Best Customers
41884,20,7729.7300000000005,4,Electronics,241,1932.4325000000001,Best Customers
40814,18,7724.280500000001,5,Accessories,299,1544.8561000000002,Best Customers
24563,16,7700.6865,4,Beauty,251,1925.171625,Best Customers
18735,24,7691.5335000000005,7,Electronics,4,1098.7905,Best Customers
27843,14,7687.137499999999,3,Electronics,47,2562.379166666666,Best Customers
30705,14,7678.6775,4,Beauty,119,1919.669375,Best Customers
13973,18,7677.2654999999995,5,Home Decor,253,1535.4531,Best Customers
26447,14,7676.6455000000005,4,Beauty,51,1919.1613750000001,Best Customers
35089,17,7673.7165,5,Fashion,37,1534.7433,Best Customers
12810,14,7671.5625,5,Electronics,19,1534.3125,Best Customers
18675,18,7655.6,5,Beauty,38,1531.1200000000001,Best Customers
41263,20,7646.0065,5,Electronics,36,1529.2013000000002,Best Customers
46709,18,7625.3955000000005,5,Beauty,268,1525.0791000000002,Best Customers
42879,18,7624.398,6,Footwear,164,1270.733,Best Customers
20988,20,7620.0380000000005,6,Accessories,25,1270.0063333333335,Best Customers
13279,15,7616.762500000001,3,Accessories,39,2538.9208333333336,Best Customers
40080,26,7603.9105,7,Accessories,210,1086.2729285714286,Best Customers
19754,16,7601.856000000001,4,Accessories,2,1900.4640000000002,Best Customers
19362,17,7596.709999999999,5,Electronics,23,1519.3419999999999,Best Customers
24539,19,7593.526,7,Beauty,117,1084.7894285714285,Best Customers
46425,21,7581.018,6,Electronics,58,1263.503,Best Customers
39930,20,7576.9890000000005,6,Sports,183,1262.8315,Best Customers
11367,11,7565.905500000001,3,Accessories,81,2521.9685000000004,Best Customers
10778,13,7559.9585,4,Footwear,149,1889.989625,Best Customers
28655,19,7538.267,5,Beauty,124,1507.6534,Best Customers
33128,18,7527.6625,6,Electronics,479,1254.6104166666667,Best Customers
22746,15,7524.862999999999,4,Electronics,177,1881.2157499999998,Best Customers
37840,13,7521.788,3,Accessories,392,2507.2626666666665,Best Customers
15696,13,7518.532499999999,3,Accessories,34,2506.1775,Best Customers
16990,17,7517.031,4,Electronics,102,1879.25775,Best Customers
16703,13,7507.134,4,Fashion,250,1876.7835,Best Customers
23685,16,7505.322,4,Fashion,217,1876.3305,Best Customers
32235,17,7501.8875,5,Home Decor,180,1500.3775,Best Customers
41464,15,7466.449500000001,4,Electronics,26,1866.6123750000002,Best Customers
39714,19,7464.188,5,Sports,138,1492.8376,Best Customers
22669,17,7440.476500000001,5,Electronics,429,1488.0953000000002,Best Customers
44279,14,7435.3795,4,Beauty,197,1858.844875,Best Customers
36796,18,7433.148,6,Sports,61,1238.858,Best Customers
31101,13,7432.414,3,Beauty,11,2477.4713333333334,Best Customers
41438,21,7416.2880000000005,5,Electronics,14,1483.2576000000001,Best Customers
22707,17,7404.7055,5,Home Decor,276,1480.9411,Best Customers
21509,12,7402.3235,3,Accessories,354,2467.441166666667,Best Customers
11804,13,7385.287,4,Electronics,19,1846.32175,Best Customers
21344,17,7380.9400000000005,5,Footwear,83,1476.188,Best Customers
18078,15,7380.32,5,Fashion,79,1476.0639999999999,Best Customers
10310,17,7372.501,5,Fashion,12,1474.5002,Best Customers
44414,14,7357.557,4,Sports,19,1839.38925,Best Customers
47996,13,7354.7,4,Beauty,3,1838.675,Best Customers
18139,15,7351.857,4,Electronics,122,1837.96425,Best Customers
39386,14,7343.2865,5,Sports,22,1468.6573,Best Customers
15332,14,7341.969499999999,4,Beauty,97,1835.4923749999998,Best Customers
31526,17,7341.016500000001,5,Footwear,188,1468.2033000000001,Best Customers
41957,17,7337.074499999999,7,Sports,127,1048.1535,Best Customers
20552,17,7328.8775000000005,5,Fashion,238,1465.7755000000002,Best Customers
38002,17,7328.7325,5,Electronics,10,1465.7465,Best Customers
32951,27,7319.1985,7,Accessories,62,1045.5997857142859,Best Customers
36597,16,7312.3775,4,Footwear,195,1828.094375,Best Customers
15934,16,7239.947,4,Accessories,16,1809.98675,Best Customers
27893,19,7234.966,5,Home Decor,64,1446.9932000000001,Best Customers
40804,15,7221.6475,3,Beauty,315,2407.215833333333,Best Customers
23356,17,7218.9425,4,Sports,33,1804.735625,Best Customers
47098,15,7216.092,4,Accessories,64,1804.023,Best Customers
36848,12,7209.758,3,Accessories,170,2403.2526666666668,Best Customers
39255,15,7209.487000000001,4,Accessories,39,1802.3717500000002,Best Customers
34253,16,7206.4765,4,Beauty,0,1801.619125,Best Customers
17817,13,7203.8295,4,Electronics,368,1800.957375,Best Customers
34759,15,7198.866,5,Electronics,41,1439.7732,Best Customers
42314,17,7190.142,4,Accessories,14,1797.5355,Best Customers
44429,15,7189.488,5,Footwear,25,1437.8976,Best Customers
20544,14,7182.58,3,Home Decor,163,2394.193333333333,Best Customers
14908,12,7181.6785,3,Beauty,234,2393.8928333333333,Best Customers
35029,11,7170.664000000001,3,Accessories,5,2390.2213333333334,Best Customers
29359,13,7165.905000000001,3,Beauty,66,2388.635,Best Customers
15730,14,7165.843,4,Accessories,219,1791.46075,Best Customers
47246,14,7164.777,5,Electronics,197,1432.9554,Best Customers
10533,17,7155.2615,6,Accessories,10,1192.5435833333333,Best Customers
29631,19,7154.929999999999,5,Fashion,261,1430.9859999999999,Best Customers
34412,19,7148.9795,5,Beauty,197,1429.7959,Best Customers
26031,17,7148.932,5,Home Decor,11,1429.7864,Best Customers
35927,20,7141.677,5,Footwear,171,1428.3354,Best Customers
42295,14,7139.5380000000005,3,Electronics,232,2379.846,Best Customers
16820,18,7136.876,5,Accessories,559,1427.3752,Best Customers
10449,11,7136.360000000001,4,Accessories,149,1784.0900000000001,Best Customers
21726,15,7125.991,5,Accessories,135,1425.1982,Best Customers
31887,12,7125.246499999999,4,Home Decor,76,1781.3116249999998,Best Customers
21224,15,7121.529,4,Beauty,167,1780.38225,Best Customers
49970,21,7110.1404999999995,6,Sports,79,1185.0234166666667,Best Customers
39593,22,7109.7495,5,Footwear,101,1421.9499,Best Customers
19964,18,7102.6805,5,Accessories,93,1420.5361,Best Customers
26033,14,7100.055,3,Beauty,398,2366.685,Best Customers
34273,14,7099.628,4,Beauty,491,1774.907,Best Customers
15440,10,7099.56,2,Accessories,305,3549.78,Best Customers
13703,14,7099.188,5,Home Decor,8,1419.8376,Best Customers
38009,11,7090.2045,3,Fashion,265,2363.4015,Best Customers
23231,14,7081.941,4,Footwear,51,1770.48525,Best Customers
20518,14,7071.076499999999,3,Beauty,1,2357.0254999999997,Best Customers
33823,14,7059.782,5,Electronics,18,1411.9564,Best Customers
37140,18,7053.0515,8,Beauty,53,881.6314375,Best Customers
17655,14,7039.215,4,Accessories,102,1759.80375,Best Customers
26776,13,7036.703,4,Footwear,240,1759.17575,Best Customers
47689,12,7025.634,4,Footwear,159,1756.4085,Best Customers
24901,15,7024.9645,4,Fashion,69,1756.241125,Best Customers
12454,14,7018.546000000001,4,Beauty,50,1754.6365000000003,Best Customers
26691,12,7010.87,3,Electronics,245,2336.9566666666665,Best Customers
11930,15,7003.8575,3,Accessories,108,2334.619166666667,Best Customers
46993,18,7000.8115,4,Home Decor,211,1750.202875,Best Customers
34188,19,6998.817999999999,5,Accessories,71,1399.7635999999998,Best Customers
31999,18,6996.103999999999,5,Electronics,168,1399.2207999999998,Best Customers
27429,14,6992.218500000001,5,Home Decor,119,1398.4437000000003,Best Customers
40202,13,6991.030000000001,4,Fashion,205,1747.7575000000002,Best Customers
12915,19,6982.827,6,Accessories,208,1163.8045,Best Customers
39407,15,6975.407999999999,4,Sports,109,1743.8519999999999,Best Customers
39179,16,6970.285,5,Accessories,39,1394.057,Best Customers
29952,17,6964.916,4,Accessories,36,1741.229,Best Customers
43373,14,6962.0745,3,Accessories,80,2320.6915,Best Customers
15949,18,6959.599,5,Accessories,91,1391.9198000000001,Best Customers
28699,17,6951.0005,5,Accessories,84,1390.2001,Best Customers
45176,15,6950.425,4,Home Decor,42,1737.60625,Best Customers
31242,13,6945.8099999999995,3,Electronics,280,2315.27,Best Customers
38250,20,6941.125,5,Accessories,351,1388.225,Best Customers
18625,15,6929.436,4,Accessories,302,1732.359,Best Customers
34525,20,6927.375,5,Electronics,56,1385.475,Best Customers
43129,14,6916.452,3,Beauty,193,2305.484,Best Customers
22659,14,6915.126,3,Fashion,4,2305.042,Best Customers
42983,15,6914.472,4,Fashion,196,1728.618,Best Customers
41204,11,6913.5405,4,Accessories,16,1728.385125,Best Customers
36675,15,6910.706999999999,4,Electronics,161,1727.6767499999999,Best Customers
28149,19,6902.610000000001,4,Beauty,345,1725.6525000000001,Best Customers
11588,10,6897.65,2,Home Decor,173,3448.825,Best Customers
17566,19,6896.4439999999995,5,Fashion,214,1379.2887999999998,Best Customers
48542,18,6895.373,5,Accessories,35,1379.0746,Best Customers
46243,18,6892.9835,5,Beauty,28,1378.5967,Best Customers
31329,17,6889.85,4,Footwear,56,1722.4625,Best Customers
17866,16,6888.14,4,Footwear,467,1722.035,Best Customers
13162,13,6882.1990000000005,4,Accessories,15,1720.5497500000001,Best Customers
43289,13,6880.669,4,Accessories,212,1720.16725,Best Customers
28689,16,6874.7390000000005,4,Beauty,111,1718.6847500000001,Best Customers
40965,17,6874.248,5,Accessories,187,1374.8496,Best Customers
14828,15,6873.388,5,Home Decor,18,1374.6776,Best Customers
16268,16,6867.07,5,Accessories,160,1373.414,Best Customers
15506,19,6864.9385,4,Electronics,67,1716.234625,Best Customers
49231,17,6857.737,5,Footwear,30,1371.5474,Best Customers
48327,21,6852.2785,6,Sports,12,1142.0464166666668,Best Customers
20476,14,6847.418,4,Home Decor,93,1711.8545,Best Customers
19696,14,6846.4645,3,Accessories,78,2282.1548333333335,Best Customers
27455,20,6840.0,4,Accessories,157,1710.0,Best Customers
39452,16,6833.348,4,Fashion,66,1708.337,Best Customers
39938,14,6831.690500000001,4,Fashion,178,1707.9226250000002,Best Customers
32732,21,6821.499,6,Footwear,141,1136.9165,Best Customers
13347,13,6820.6065,4,Home Decor,390,1705.151625,Best Customers
47096,14,6820.335999999999,5,Beauty,116,1364.0672,Best Customers
47477,22,6819.381,6,Beauty,233,1136.5635,Best Customers
26351,14,6819.378000000001,5,Accessories,69,1363.8756,Best Customers
47736,18,6808.8395,4,Fashion,65,1702.209875,Best Customers
43621,12,6804.6805,4,Electronics,297,1701.170125,Best Customers
14920,16,6798.804,5,Fashion,238,1359.7608,Best Customers
29798,16,6794.634,5,Beauty,146,1358.9268,Best Customers
31241,17,6794.6095000000005,5,Beauty,55,1358.9219,Best Customers
32579,13,6783.366,4,Accessories,265,1695.8415,Best Customers
24722,14,6782.85,3,Sports,76,2260.9500000000003,Best Customers
22429,13,6774.602999999999,3,Footwear,272,2258.2009999999996,Best Customers
15290,17,6774.0605,6,Beauty,186,1129.0100833333333,Best Customers
38591,10,6771.369000000001,3,Electronics,573,2257.123,Best Customers
14403,12,6770.955000000001,3,Home Decor,33,2256.985,Best Customers
11357,17,6764.7355,5,Beauty,15,1352.9470999999999,Best Customers
10163,16,6763.460999999999,5,Sports,2,1352.6922,Best Customers
11488,15,6757.6939999999995,5,Sports,59,1351.5387999999998,Best Customers
44722,17,6752.423,4,Electronics,30,1688.10575,Best Customers
21604,16,6748.941500000001,5,Home Decor,71,1349.7883000000002,Best Customers
32425,15,6745.075,5,Electronics,389,1349.0149999999999,Best Customers
34325,16,6732.374000000001,4,Accessories,48,1683.0935000000002,Best Customers
32036,12,6730.9890000000005,5,Accessories,115,1346.1978000000001,Best Customers
41059,13,6730.904,4,Beauty,532,1682.726,Best Customers
13201,13,6729.661,4,Beauty,100,1682.41525,Best Customers
14336,18,6723.849,4,Sports,105,1680.96225,Best Customers
42194,14,6720.318,4,Fashion,265,1680.0795,Best Customers
49146,11,6720.150000000001,3,Accessories,150,2240.05,Best Customers
38701,13,6719.95,3,Beauty,421,2239.983333333333,Best Customers
21184,19,6716.879500000001,5,Accessories,165,1343.3759000000002,Best Customers
33881,11,6716.7505,3,Accessories,101,2238.916833333333,Best Customers
44397,17,6713.572,5,Beauty,110,1342.7144,Best Customers
33713,15,6707.6845,4,Fashion,328,1676.921125,Best Customers
12352,20,6706.9185,5,Footwear,370,1341.3836999999999,Best Customers
30478,18,6705.5575,5,Home Decor,137,1341.1115,Best Customers
14617,24,6700.3695,7,Electronics,47,957.1956428571428,Best Customers
47380,16,6699.7695,5,Beauty,5,1339.9539,Best Customers
39499,12,6698.851000000001,3,Accessories,315,2232.9503333333337,Best Customers
27693,16,6698.68,4,Beauty,207,1674.67,Best Customers
29323,15,6696.512,5,Home Decor,191,1339.3024,Best Customers
44149,17,6692.6415,4,Beauty,201,1673.160375,Best Customers
44738,10,6691.827499999999,2,Fashion,254,3345.9137499999997,Best Customers
20985,12,6686.012,3,Electronics,189,2228.6706666666664,Best Customers
36685,16,6685.3724999999995,4,Accessories,330,1671.3431249999999,Best Customers
48646,16,6680.782999999999,5,Beauty,289,1336.1565999999998,Best Customers
11152,14,6670.748,4,Electronics,200,1667.687,Best Customers
35999,21,6669.781,5,Beauty,47,1333.9562,Best Customers
29538,19,6664.7195,6,Accessories,11,1110.7865833333333,Best Customers
28703,18,6664.0585,4,Beauty,50,1666.014625,Best Customers
46525,13,6661.4839999999995,3,Electronics,158,2220.4946666666665,Best Customers
37921,19,6658.8775000000005,5,Home Decor,168,1331.7755000000002,Best Customers
15060,13,6656.579,3,Home Decor,266,2218.8596666666667,Best Customers
30457,16,6653.118,4,Sports,60,1663.2795,Best Customers
36416,15,6648.3495,4,Fashion,169,1662.087375,Best Customers
10249,17,6645.9130000000005,4,Sports,578,1661.4782500000001,Best Customers
29236,14,6645.837500000001,4,Accessories,173,1661.4593750000001,Best Customers
47073,12,6644.3550000000005,3,Beauty,1,2214.7850000000003,Best Customers
32986,13,6638.965999999999,3,Sports,123,2212.9886666666666,Best Customers
14561,16,6638.834,4,Accessories,246,1659.7085,Best Customers
46674,12,6636.8,3,Electronics,54,2212.266666666667,Best Customers
13856,15,6636.1085,5,Beauty,208,1327.2217,Best Customers
29056,17,6631.717999999999,4,Fashion,87,1657.9294999999997,Best Customers
44492,13,6626.7339999999995,4,Electronics,146,1656.6834999999999,Best Customers
25545,16,6625.483,4,Fashion,72,1656.37075,Best Customers
39904,13,6617.492,3,Fashion,302,2205.8306666666667,Best Customers
43837,14,6613.825000000001,5,Accessories,83,1322.765,Best Customers
18431,17,6611.117,5,Beauty,11,1322.2234,Best Customers
39541,20,6608.595499999999,6,Beauty,9,1101.4325833333332,Best Customers
22827,11,6606.947,3,Accessories,29,2202.315666666667,Best Customers
37914,14,6604.8640000000005,3,Accessories,279,2201.6213333333335,Best Customers
12075,16,6603.404999999999,4,Fashion,158,1650.8512499999997,Best Customers
42653,15,6599.4775,3,Fashion,22,2199.8258333333333,Best Customers
21158,11,6594.9615,3,Home Decor,77,2198.3205000000003,Best Customers
10745,14,6590.9039999999995,4,Accessories,180,1647.7259999999999,Best Customers
11959,12,6586.9755000000005,3,Beauty,796,2195.6585,Best Customers
33924,13,6585.46,3,Electronics,27,2195.153333333333,Best Customers
22084,10,6572.0825,2,Electronics,379,3286.04125,Best Customers
29317,13,6571.388,3,Home Decor,74,2190.462666666667,Best Customers
40527,13,6571.125,3,Fashion,129,2190.375,Best Customers
18723,13,6562.6965,4,Fashion,45,1640.674125,Best Customers
37405,15,6562.043000000001,4,Accessories,211,1640.5107500000001,Best Customers
14536,21,6550.923499999999,5,Home Decor,40,1310.1846999999998,Best Customers
31882,16,6546.335,4,Beauty,184,1636.58375,Best Customers
33720,20,6539.216,5,Footwear,442,1307.8432,Best Customers
42597,19,6539.193,6,Accessories,326,1089.8655,Best Customers
32101,14,6538.877,4,Footwear,115,1634.71925,Best Customers
16747,13,6538.6795,4,Electronics,240,1634.669875,Best Customers
13104,13,6537.867,3,Electronics,101,2179.289,Best Customers
29662,13,6536.3865,4,Fashion,11,1634.096625,Best Customers
20549,12,6531.304,3,Beauty,227,2177.1013333333335,Best Customers
44718,13,6526.9285,3,Accessories,352,2175.6428333333333,Best Customers
48194,13,6514.7355,4,Fashion,268,1628.683875,Best Customers
32154,19,6511.360000000001,5,Accessories,115,1302.2720000000002,Best Customers
19439,11,6508.376,4,Home Decor,54,1627.094,Best Customers
22234,12,6507.066000000001,3,Beauty,666,2169.0220000000004,Best Customers
40979,11,6505.5975,3,Electronics,237,2168.5325,Best Customers
29519,17,6498.4725,4,Fashion,172,1624.618125,Best Customers
19134,16,6491.05,4,Beauty,205,1622.7625,Best Customers
29285,16,6490.5985,6,Electronics,175,1081.7664166666666,Best Customers
23439,18,6489.668,4,Footwear,207,1622.417,Best Customers
41054,15,6488.245000000001,4,Electronics,134,1622.0612500000002,Best Customers
11212,13,6482.9275,3,Fashion,58,2160.9758333333334,Best Customers
49653,15,6482.222,5,Accessories,33,1296.4443999999999,Best Customers
22645,13,6475.7155,4,Electronics,9,1618.928875,Best Customers
27522,15,6473.242,4,Accessories,265,1618.3105,Best Customers
14677,15,6471.852,4,Beauty,14,1617.963,Best Customers
14251,17,6469.508,4,Fashion,441,1617.377,Best Customers
23862,12,6468.814,4,Accessories,3,1617.2035,Best Customers
14839,21,6465.71,5,Home Decor,147,1293.142,Best Customers
32807,16,6461.446,6,Beauty,14,1076.9076666666667,Best Customers
17078,16,6461.019,4,Electronics,322,1615.25475,Best Customers
17569,13,6459.6775,3,Fashion,405,2153.2258333333334,Best Customers
42417,16,6451.9275,4,Footwear,34,1612.981875,Best Customers
43799,14,6449.91,3,Fashion,416,2149.97,Best Customers
41371,14,6449.125,4,Accessories,129,1612.28125,Best Customers
24357,13,6449.0464999999995,3,Sports,410,2149.6821666666665,Best Customers
16020,14,6446.021000000001,3,Accessories,286,2148.673666666667,Best Customers
36567,12,6441.3015,5,Electronics,153,1288.2603,Best Customers
17196,13,6441.290000000001,3,Accessories,540,2147.096666666667,Best Customers
