order_id,order_date,customer_id,product_id,product_category,product_price,discount_percent,quantity,customer_country,traffic_source
104,2023-09-09,40570,3413,Home Decor,757.29,20,3,UK,Organic
105,2024-12-02,29961,4170,Fashion,387.64,15,3,Canada,Email
106,2023-10-23,48377,7453,Beauty,504.98,10,3,Canada,Email
107,2024-12-25,12571,2543,Home Decor,632.6,25,4,Canada,Social Media
108,2024-12-20,26616,3144,Sports,167.97,10,1,USA,Paid Ads
109,2025-01-18,29036,1582,Footwear,283.64,10,4,Canada,Organic
110,2023-12-04,43984,6091,Home Decor,260.65,0,3,Australia,Direct
111,2025-05-28,13539,4562,Footwear,667.66,0,2,Australia,Paid Ads
112,2023-02-22,43289,5492,Accessories,27.76,10,3,UK,Social Media
113,2025-03-02,21026,7313,Home Decor,235.91,15,3,Canada,Direct
114,2023-08-05,29450,2182,Accessories,340.94,25,5,UAE,Email
115,2025-02-02,42022,3060,Accessories,18.5,40,3,India,Paid Ads
116,2023-07-07,21391,2826,Accessories,276.93,15,3,UK,Paid Ads
117,2024-01-15,26724,6425,Home Decor,308.26,0,3,Canada,Social Media
118,2024-05-07,22130,1326,Home Decor,110.06,10,4,Canada,Social Media
119,2023-02-10,18250,7549,Beauty,728.38,15,5,UK,Paid Ads
120,2023-06-06,46021,5007,Beauty,683.51,15,3,Australia,Social Media
121,2023-01-15,31065,2971,Accessories,435.95,25,3,Canada,Paid Ads
122,2025-03-23,42995,4208,Sports,787.55,40,1,Germany,Paid Ads
123,2023-03-06,16703,4999,Fashion,670.4,5,3,Germany,Social Media
124,2025-05-06,39840,3530,Beauty,48.27,30,5,Australia,Email
125,2025-04-18,18318,5610,Electronics,122.12,20,5,Australia,Social Media
126,2024-06-04,14430,3068,Footwear,174.9,25,3,UAE,Social Media
127,2023-12-10,47621,4965,Home Decor,126.79,40,4,Australia,Direct
128,2023-05-09,19623,3296,Home Decor,487.92,30,3,UAE,Social Media
129,2024-10-09,44936,4660,Sports,562.81,5,3,Australia,Organic
130,2024-04-16,40439,7496,Beauty,721.56,20,4,Germany,Paid Ads
131,2023-03-04,38535,3979,Electronics,648.0,5,3,Germany,Organic
132,2023-05-19,45516,3313,Home Decor,130.6,5,4,UK,Social Media
133,2024-05-13,11593,2763,Fashion,31.66,20,2,Canada,Email
134,2024-08-15,38655,5497,Electronics,359.92,25,3,Germany,Email
135,2024-01-27,36606,2758,Home Decor,779.11,0,5,UAE,Email
136,2024-11-05,25941,3796,Footwear,368.88,15,2,Canada,Organic
137,2024-02-23,22552,1487,Home Decor,389.06,0,3,India,Paid Ads
138,2023-10-16,34267,6376,Sports,540.46,20,2,Australia,Direct
139,2024-01-14,14777,1926,Fashion,25.34,20,5,Australia,Social Media
140,2025-02-11,49876,4993,Footwear,632.68,40,1,Australia,Organic
141,2024-05-04,18438,1549,Sports,647.01,20,3,Germany,Organic
142,2023-08-19,39095,7838,Sports,283.02,10,5,Canada,Paid Ads
143,2023-02-10,40507,7731,Beauty,308.52,25,3,UK,Organic
144,2023-01-28,23120,2962,Electronics,129.81,40,5,Germany,Organic
145,2023-05-15,36057,2066,Footwear,46.76,10,5,UK,Email
146,2023-07-20,42778,1955,Accessories,765.06,5,5,India,Email
147,2025-04-19,41066,3873,Beauty,111.43,10,3,USA,Paid Ads
148,2025-02-18,28390,2739,Fashion,752.34,0,2,Canada,Organic
149,2023-02-02,13529,4076,Sports,507.34,0,2,USA,Paid Ads
150,2023-02-17,24584,6161,Beauty,789.68,40,5,Germany,Paid Ads
151,2024-05-17,32632,4515,Fashion,364.04,20,3,UK,Paid Ads
152,2024-02-11,28673,7027,Footwear,652.81,20,2,Australia,Organic
153,2024-07-27,13343,4469,Electronics,207.22,15,5,UAE,Social Media
154,2024-12-28,28950,1558,Fashion,59.31,0,3,UK,Social Media
155,2025-03-15,44527,1565,Beauty,553.21,5,3,Germany,Social Media
156,2023-04-09,25064,2058,Footwear,715.14,40,5,Germany,Paid Ads
157,2024-11-14,31547,3427,Home Decor,56.3,5,5,Germany,Email
158,2025-05-21,41769,1528,Home Decor,417.26,10,4,Germany,Paid Ads
159,2024-12-26,44996,5482,Accessories,537.43,10,5,India,Direct
160,2024-06-30,20390,7216,Footwear,565.79,15,4,India,Organic
161,2025-01-08,21879,7075,Footwear,43.85,5,2,UK,Organic
162,2024-09-04,24935,5038,Footwear,693.21,30,4,UAE,Organic
163,2024-04-06,42574,5415,Footwear,262.28,10,1,USA,Paid Ads
164,2024-10-04,28127,3899,Electronics,239.63,15,2,Canada,Email
165,2025-02-07,19121,2980,Electronics,57.24,15,3,USA,Paid Ads
166,2023-01-05,38507,4069,Fashion,473.48,15,1,Germany,Paid Ads
167,2023-08-06,44216,2355,Electronics,331.39,0,1,UK,Social Media
168,2024-05-17,26582,3054,Sports,758.7,10,3,Germany,Social Media
169,2025-02-05,36631,2500,Sports,95.86,30,3,Canada,Organic
170,2024-02-02,28164,3933,Footwear,215.22,5,4,UK,Email
171,2025-05-20,31284,5413,Sports,209.3,15,3,USA,Paid Ads
172,2025-03-05,40646,4705,Sports,755.01,25,4,UK,Email
173,2024-01-28,30806,4089,Electronics,125.56,30,3,Canada,Paid Ads
174,2023-07-26,32097,4841,Electronics,790.74,20,5,Canada,Social Media
175,2023-01-15,21284,1687,Fashion,726.3,25,1,UAE,Paid Ads
176,2025-05-07,23857,5106,Home Decor,684.17,25,4,Germany,Paid Ads
177,2024-07-07,29888,2817,Footwear,477.94,25,3,UAE,Paid Ads
178,2025-06-10,28951,6757,Home Decor,785.39,30,4,USA,Paid Ads
179,2024-04-05,31009,6266,Fashion,236.28,40,2,UK,Organic
180,2024-11-21,33474,1954,Electronics,276.17,25,1,USA,Email
181,2024-07-28,24835,5837,Electronics,571.48,20,5,Australia,Organic
182,2025-05-13,15352,6715,Fashion,544.83,20,1,Canada,Organic
183,2025-01-12,36581,4589,Electronics,669.35,15,3,Australia,Direct
184,2023-08-29,28941,5216,Beauty,597.82,30,2,Canada,Email
185,2024-07-17,43191,2088,Electronics,537.02,15,3,Germany,Social Media
186,2023-04-06,42917,3355,Footwear,645.49,10,5,UK,Organic
187,2025-06-18,38039,1769,Electronics,789.41,40,5,UAE,Paid Ads
188,2025-01-03,36089,4301,Fashion,491.1,30,2,UAE,Organic
189,2024-04-29,39742,3088,Home Decor,418.12,25,3,UAE,Direct
190,2024-02-11,49833,4901,Electronics,125.45,0,3,USA,Social Media
191,2023-08-19,21917,6207,Beauty,319.73,10,5,Germany,Direct
192,2025-01-18,28254,7888,Footwear,444.24,5,4,India,Email
193,2024-10-16,28445,3853,Footwear,42.55,15,1,India,Social Media
194,2023-06-20,36571,7874,Beauty,773.14,40,5,Germany,Direct
195,2024-06-24,42611,6405,Beauty,71.94,30,2,Australia,Paid Ads
196,2023-02-05,23830,3173,Beauty,798.05,0,4,UK,Email
197,2024-06-08,47048,5744,Sports,200.66,30,3,Australia,Organic
198,2023-06-09,15696,1612,Footwear,579.54,10,5,UK,Direct
199,2025-04-18,10742,3319,Home Decor,388.6,20,4,Australia,Email
200,2024-11-29,41262,2883,Sports,48.93,20,1,UK,Email
201,2023-08-31,46949,1843,Footwear,180.0,0,4,Germany,Email
202,2023-03-27,22425,1843,Fashion,770.7,5,5,UAE,Paid Ads
203,2025-03-06,44759,5088,Footwear,420.36,20,1,Australia,Organic
204,2024-07-31,31640,2948,Footwear,658.58,5,5,USA,Social Media
205,2024-11-12,46473,6490,Footwear,723.59,30,5,Germany,Direct
206,2024-07-10,43784,7834,Footwear,21.61,5,3,Australia,Email
207,2024-07-27,18288,1212,Electronics,578.85,20,4,Germany,Direct
208,2024-10-07,27378,1656,Electronics,339.79,40,5,UK,Organic
209,2025-03-06,36111,4744,Sports,90.89,40,4,Canada,Email
210,2023-01-28,47293,6921,Footwear,366.98,20,4,Australia,Paid Ads
211,2024-09-11,47977,2113,Home Decor,756.22,15,2,Australia,Social Media
212,2024-07-09,28306,7645,Footwear,380.95,5,1,UAE,Social Media
213,2023-12-06,44465,1913,Accessories,190.18,40,3,Germany,Paid Ads
214,2025-03-08,40360,2637,Accessories,385.4,20,4,India,Paid Ads
215,2023-11-27,21677,2624,Home Decor,371.39,15,3,India,Paid Ads
216,2024-10-01,37136,7066,Accessories,241.97,10,4,UAE,Paid Ads
217,2024-05-20,28298,1225,Home Decor,406.41,15,5,UAE,Organic
218,2023-12-14,14753,5731,Sports,442.62,20,4,UK,Social Media
219,2024-04-17,16816,5145,Fashion,213.32,5,2,Canada,Paid Ads
220,2023-08-19,22168,5655,Electronics,794.11,0,2,Canada,Social Media
221,2023-07-09,18838,6420,Footwear,297.85,15,1,USA,Social Media
222,2023-08-13,43565,3126,Sports,571.17,20,2,Australia,Direct
223,2024-01-20,34652,6974,Sports,738.82,25,5,India,Email
224,2024-01-12,32608,2580,Accessories,132.62,20,5,UK,Social Media
225,2023-10-10,26140,1837,Footwear,128.45,0,1,India,Social Media
226,2024-09-24,24092,1870,Home Decor,320.78,25,4,UAE,Organic
227,2024-09-19,33081,4873,Sports,657.3,15,4,Canada,Social Media
228,2025-01-14,20875,2978,Sports,512.86,20,4,UAE,Email
229,2023-09-16,35317,5729,Beauty,364.85,30,1,UK,Direct
230,2023-12-25,43993,7590,Home Decor,351.32,5,4,USA,Email
231,2024-12-10,41565,2622,Fashion,474.49,25,5,UAE,Direct
232,2024-03-31,15566,4662,Electronics,211.65,5,5,Australia,Paid Ads
233,2024-02-15,23603,6761,Fashion,662.82,0,3,UK,Organic
234,2024-10-10,48690,7949,Home Decor,257.01,0,4,USA,Organic
235,2023-11-14,47804,5952,Fashion,472.68,15,1,Australia,Social Media
236,2024-11-07,12646,6099,Sports,38.36,5,5,UAE,Email
237,2023-08-13,29115,4911,Fashion,305.06,15,4,UK,Organic
238,2025-03-29,39339,4643,Beauty,549.46,20,3,UAE,Direct
239,2023-08-22,47462,3634,Home Decor,86.75,20,1,UAE,Organic
240,2024-11-14,48313,1540,Footwear,618.88,40,5,USA,Paid Ads
241,2024-10-25,46449,5155,Footwear,202.97,15,2,India,Direct
242,2025-04-06,43182,6188,Sports,720.78,40,4,Canada,Organic
243,2024-01-09,36118,6796,Fashion,316.41,10,1,UK,Direct
244,2024-11-02,35347,5691,Sports,617.99,10,1,Australia,Paid Ads
245,2024-08-30,49967,5875,Footwear,480.07,5,1,USA,Direct
246,2024-04-16,35062,6118,Footwear,337.51,5,2,UK,Organic
247,2023-08-21,17532,1340,Beauty,343.9,15,3,UK,Paid Ads
248,2024-11-22,32791,2700,Sports,32.62,5,1,UK,Social Media
249,2023-04-23,33693,2721,Electronics,558.99,5,5,Germany,Social Media
250,2025-04-09,18221,3614,Accessories,670.34,10,3,UAE,Social Media
251,2024-05-11,25234,2393,Accessories,174.44,0,3,UAE,Direct
252,2024-03-17,18321,2556,Beauty,656.57,0,2,UK,Organic
253,2024-07-17,17945,6595,Beauty,598.51,40,5,Australia,Paid Ads
254,2023-09-25,15189,4956,Home Decor,705.78,40,3,UAE,Direct
255,2024-05-24,46982,7535,Home Decor,729.24,0,3,Canada,Direct
256,2025-03-17,12374,3413,Home Decor,206.8,10,1,India,Paid Ads
257,2024-01-21,13983,2374,Electronics,119.84,0,3,UK,Direct
258,2024-01-22,21333,4906,Sports,705.89,20,3,UAE,Paid Ads
259,2023-04-23,10207,6306,Electronics,634.54,0,4,USA,Email
260,2024-09-04,19173,7268,Fashion,26.05,30,5,UAE,Direct
261,2024-09-16,14302,5014,Fashion,590.82,20,4,Australia,Paid Ads
262,2023-03-22,49679,5436,Home Decor,272.6,25,1,Australia,Email
263,2024-11-29,36747,3745,Electronics,345.81,0,1,Canada,Social Media
264,2023-04-23,10111,1624,Electronics,485.12,0,5,Australia,Direct
265,2023-01-02,25566,5249,Accessories,764.49,0,1,USA,Direct
266,2024-10-03,41702,2548,Home Decor,89.21,5,1,USA,Direct
267,2023-08-08,47477,4585,Footwear,14.81,0,5,Australia,Organic
268,2024-07-19,31424,1240,Fashion,525.4,25,3,India,Email
269,2025-05-04,27793,3208,Home Decor,8.16,10,5,USA,Organic
270,2025-01-05,18897,7174,Home Decor,794.98,40,1,UK,Direct
271,2023-08-13,48640,2600,Sports,60.31,25,3,UK,Social Media
272,2024-01-20,24482,7325,Sports,381.38,5,5,Canada,Social Media
273,2024-02-07,34516,5710,Home Decor,385.26,20,5,USA,Paid Ads
274,2024-09-29,37355,7772,Home Decor,210.76,15,1,India,Paid Ads
275,2023-05-10,30583,7286,Electronics,53.11,40,4,Germany,Paid Ads
276,2023-02-22,26182,6459,Sports,600.32,5,2,UAE,Direct
277,2024-11-14,14857,2203,Sports,701.61,10,5,Canada,Paid Ads
278,2024-12-30,41985,4398,Beauty,256.98,20,5,USA,Email
279,2024-11-02,21166,1099,Home Decor,674.13,0,4,Canada,Direct
280,2024-12-10,17498,2194,Accessories,729.45,40,2,Australia,Organic
281,2024-02-20,47807,6899,Beauty,783.12,25,2,Australia,Direct
282,2023-09-04,35423,7660,Home Decor,560.99,25,2,India,Paid Ads
283,2025-04-15,33084,7122,Footwear,348.76,20,4,Germany,Direct
284,2024-03-14,43752,2157,Accessories,677.35,40,2,UK,Organic
285,2023-07-22,43875,4588,Accessories,367.47,0,4,UK,Paid Ads
286,2023-07-03,20270,5524,Sports,626.81,20,3,UAE,Paid Ads
287,2023-05-03,14342,5646,Footwear,730.36,40,4,Australia,Email
288,2024-02-05,11553,1238,Electronics,515.24,0,1,Germany,Paid Ads
289,2025-02-05,12002,7981,Accessories,577.94,20,3,India,Organic
290,2023-10-21,34488,5853,Home Decor,601.36,20,2,USA,Paid Ads
291,2023-10-07,40743,4461,Footwear,654.8,25,2,Canada,Paid Ads
292,2025-04-16,11421,2866,Home Decor,277.63,15,1,Canada,Email
293,2025-06-02,13474,2498,Home Decor,725.05,20,4,UAE,Direct
294,2024-09-01,35117,7671,Beauty,714.93,5,2,Canada,Paid Ads
295,2023-07-17,18980,5972,Beauty,610.19,15,1,Canada,Social Media
296,2024-05-25,19418,3005,Home Decor,13.29,5,2,UAE,Paid Ads
297,2025-01-21,22390,5255,Electronics,486.17,5,2,USA,Paid Ads
298,2023-05-24,32562,2304,Fashion,679.7,10,2,India,Social Media
299,2024-08-31,37971,6969,Fashion,670.54,30,2,Germany,Organic
300,2023-07-20,38545,5178,Sports,687.27,25,1,USA,Paid Ads
301,2023-05-04,43299,4951,Beauty,724.82,25,5,Australia,Social Media
302,2023-07-06,44387,4549,Electronics,725.25,5,4,Canada,Social Media
303,2023-11-22,27675,6666,Sports,696.79,10,3,Australia,Organic
304,2024-04-08,29508,2709,Footwear,96.75,10,3,Germany,Paid Ads
305,2023-12-15,46881,2983,Home Decor,248.99,5,2,Canada,Paid Ads
306,2025-02-09,19319,7965,Home Decor,28.65,20,4,Germany,Social Media
307,2024-10-21,13911,5122,Sports,303.59,0,1,UAE,Direct
308,2025-02-02,40372,3513,Home Decor,623.66,15,1,UAE,Direct
309,2024-02-07,49927,2036,Electronics,196.62,5,3,UAE,Social Media
310,2023-12-12,23725,2899,Footwear,192.92,30,3,Germany,Email
311,2024-05-25,43875,3462,Beauty,42.61,40,5,UK,Direct
312,2023-05-27,48195,7772,Beauty,473.59,40,2,Canada,Direct
313,2023-05-28,49264,3498,Sports,563.05,25,4,Canada,Paid Ads
314,2025-05-13,11687,5126,Sports,43.86,15,1,Australia,Organic
315,2024-12-11,48755,7359,Beauty,318.59,15,1,Australia,Direct
316,2025-03-30,30855,1189,Footwear,490.84,10,3,Canada,Social Media
317,2024-05-03,38879,6412,Fashion,722.65,40,3,UAE,Direct
318,2024-10-01,32065,3709,Beauty,123.37,0,4,India,Email
319,2024-07-04,26091,2376,Beauty,567.61,5,5,India,Paid Ads
320,2023-12-04,22747,4756,Sports,211.03,20,1,India,Social Media
321,2025-05-21,46243,3917,Accessories,453.49,10,1,Germany,Organic
322,2024-10-02,28961,7205,Home Decor,539.95,25,2,Germany,Direct
323,2025-02-17,30601,2641,Beauty,10.87,25,1,USA,Organic
324,2024-04-17,44797,1205,Accessories,130.73,0,5,India,Direct
325,2023-05-31,38922,4195,Sports,561.25,15,3,Germany,Email
326,2024-02-19,48186,3574,Beauty,161.06,30,5,UAE,Paid Ads
327,2023-10-25,16190,3551,Electronics,651.35,5,4,UK,Social Media
328,2024-09-02,34148,5892,Home Decor,573.11,0,2,Canada,Email
329,2023-09-20,21935,5633,Sports,677.26,10,1,UAE,Social Media
330,2025-02-02,24580,3837,Electronics,574.62,5,1,Germany,Email
331,2023-05-24,14819,6763,Electronics,549.91,15,1,USA,Direct
332,2023-12-12,15919,3744,Sports,671.89,5,4,UK,Organic
333,2024-09-15,34793,4140,Sports,338.95,0,4,USA,Direct
334,2024-07-25,40691,3075,Accessories,714.03,30,4,India,Direct
335,2025-05-30,12810,3174,Electronics,789.17,15,1,USA,Organic
336,2023-01-02,46183,2520,Sports,609.13,0,3,UAE,Social Media
337,2025-06-15,32336,3594,Electronics,200.28,10,1,India,Paid Ads
338,2023-10-31,11716,5511,Fashion,345.08,20,1,UK,Email
339,2023-09-11,34281,3221,Home Decor,334.29,25,5,USA,Organic
340,2024-10-13,10289,4351,Fashion,422.64,30,2,Australia,Paid Ads
341,2024-03-28,14697,6213,Accessories,547.52,40,1,UK,Organic
342,2023-02-06,37319,5424,Electronics,13.74,25,3,UK,Paid Ads
343,2023-06-09,10609,1894,Accessories,173.34,25,2,Australia,Social Media
344,2023-01-09,12353,2711,Sports,511.0,10,5,India,Paid Ads
345,2023-08-21,26919,3997,Beauty,278.14,10,1,Canada,Direct
346,2023-04-09,29675,6898,Home Decor,186.16,25,5,USA,Social Media
347,2024-10-20,30141,6269,Sports,570.76,15,4,UK,Organic
348,2025-03-26,18948,5964,Sports,664.86,20,1,Australia,Organic
349,2023-07-27,17157,7358,Electronics,729.84,25,4,Australia,Paid Ads
350,2023-05-11,13849,6596,Electronics,713.08,10,2,Canada,Paid Ads
351,2024-02-08,31214,6240,Footwear,568.31,30,4,UK,Organic
352,2023-06-01,47098,5044,Home Decor,758.5,40,4,UK,Organic
353,2023-02-23,47997,4423,Accessories,733.83,10,2,Australia,Paid Ads
354,2023-04-30,41033,5921,Electronics,166.25,40,5,UAE,Organic
355,2024-11-03,45763,4179,Home Decor,172.93,30,2,Canada,Organic
356,2024-09-19,23324,4273,Footwear,367.73,15,2,UAE,Social Media
357,2024-08-09,21900,2706,Beauty,269.71,20,2,Canada,Organic
358,2024-09-16,33354,7511,Beauty,774.32,25,5,Australia,Direct
359,2024-02-24,12214,2413,Accessories,586.3,5,5,India,Organic
360,2024-02-26,22340,6844,Beauty,310.57,20,4,Germany,Direct
361,2023-04-14,35785,7018,Fashion,179.7,15,3,Germany,Email
362,2025-05-01,26659,1596,Beauty,622.65,30,5,India,Organic
363,2023-09-11,24687,4795,Home Decor,534.53,5,3,USA,Paid Ads
364,2023-08-15,16553,3417,Electronics,513.24,5,5,Canada,Paid Ads
365,2023-04-22,18338,3730,Beauty,707.19,5,4,Germany,Direct
366,2024-05-24,49740,6409,Beauty,210.36,5,3,India,Social Media
367,2024-04-17,27235,5354,Accessories,122.72,10,2,Canada,Organic
368,2023-04-09,30907,6292,Accessories,699.85,10,3,Canada,Social Media
369,2023-06-02,18679,2836,Home Decor,29.07,10,2,Australia,Email
370,2025-05-10,40072,4175,Sports,791.88,10,2,UK,Paid Ads
371,2025-06-14,18775,5478,Sports,205.68,0,3,Germany,Paid Ads
372,2025-05-27,33183,5772,Fashion,426.29,15,1,UAE,Organic
373,2023-12-04,39287,5916,Beauty,725.73,40,1,Germany,Organic
374,2024-12-06,14310,7532,Home Decor,318.82,15,4,India,Organic
375,2025-04-01,25327,5913,Home Decor,229.72,30,5,Germany,Email
376,2023-06-12,34140,7090,Electronics,22.4,30,5,Australia,Email
377,2024-12-20,38697,1959,Home Decor,719.24,10,3,Australia,Organic
378,2024-11-11,46581,5207,Home Decor,450.9,30,2,Canada,Paid Ads
379,2023-06-10,40657,1528,Accessories,108.07,15,4,Canada,Direct
380,2024-08-02,24746,1007,Footwear,642.84,30,4,Australia,Social Media
381,2025-03-11,15891,4112,Beauty,251.32,30,3,Canada,Social Media
382,2024-02-02,49656,3558,Home Decor,10.8,0,1,UAE,Social Media
383,2023-10-04,32578,6141,Accessories,340.88,20,1,Canada,Organic
